tweet_id,favorites,retweets,user_followers,date_time
877736472329191424,73202,16986,8853925,2017-06-22 03:54:17+00:00
877611172832227328,0,71,8853925,2017-06-21 19:36:23+00:00
877556246731214848,20981,3417,8853925,2017-06-21 15:58:08+00:00
877316821321428993,25382,4674,8853925,2017-06-21 00:06:44+00:00
877201837425926144,25059,5002,8853925,2017-06-20 16:29:50+00:00
876838120628539392,19157,2994,8853925,2017-06-19 16:24:33+00:00
876537666061221889,21946,4215,8853925,2017-06-18 20:30:39+00:00
876484053909872640,17389,2127,8853925,2017-06-18 16:57:37+00:00
876120275196170240,25904,4193,8853926,2017-06-17 16:52:05+00:00
875747767867523072,23250,3840,8853926,2017-06-16 16:11:53+00:00
875144289856114688,20317,4415,8853926,2017-06-15 00:13:52+00:00
875097192612077568,25422,5477,8853926,2017-06-14 21:06:43+00:00
875021211251597312,23627,4244,8853926,2017-06-14 16:04:48+00:00
874680097055178752,25785,4176,8853926,2017-06-13 17:29:20+00:00
874434818259525634,0,13088,8853926,2017-06-13 01:14:41+00:00
874296783580663808,24153,3714,8853926,2017-06-12 16:06:11+00:00
874057562936811520,21076,3593,8853926,2017-06-12 00:15:36+00:00
874012996292530176,31736,9222,8853926,2017-06-11 21:18:31+00:00
873580283840344065,22470,3558,8853926,2017-06-10 16:39:04+00:00
873337748698140672,0,1427,8853926,2017-06-10 00:35:19+00:00
873213775632977920,6641,1427,8853926,2017-06-09 16:22:42+00:00
872967104147763200,25299,4891,8853926,2017-06-09 00:02:31+00:00
872820683541237760,13689,3363,8853926,2017-06-08 14:20:41+00:00
872620804844003328,19250,3292,8853926,2017-06-08 01:06:27+00:00
872486979161796608,37865,8182,8853926,2017-06-07 16:14:40+00:00
872122724285648897,31863,7324,8853926,2017-06-06 16:07:15+00:00
871879754684805121,34890,9908,8853926,2017-06-06 00:01:46+00:00
871762521631449091,18807,3156,8853926,2017-06-05 16:15:56+00:00
871515927908634625,18765,3150,8853926,2017-06-04 23:56:03+00:00
871166179821445120,0,5184,8853926,2017-06-04 00:46:17+00:00
871102520638267392,19481,4999,8853926,2017-06-03 20:33:19+00:00
871032628920680449,21181,3461,8853926,2017-06-03 15:55:36+00:00
870804317367881728,31356,5629,8853926,2017-06-03 00:48:22+00:00
870726314365509632,113,3,8853926,2017-06-02 19:38:25+00:00
870656317836468226,11492,2382,8853926,2017-06-02 15:00:16+00:00
870374049280663552,77405,24158,8853926,2017-06-01 20:18:38+00:00
870308999962521604,20439,3771,8853926,2017-06-01 16:00:09+00:00
870063196459192321,34067,7561,8853926,2017-05-31 23:43:25+00:00
869772420881756160,39716,9238,8853926,2017-05-31 04:27:59+00:00
869702957897576449,26341,5740,8853926,2017-05-30 23:51:58+00:00
869596645499047938,14914,2843,8853926,2017-05-30 16:49:31+00:00
869227993411051520,19083,3436,8853926,2017-05-29 16:24:37+00:00
868880397819494401,61069,13161,8853926,2017-05-28 17:23:24+00:00
868639477480148993,0,1889,8853926,2017-05-28 01:26:04+00:00
868622495443632128,24912,4831,8853926,2017-05-28 00:18:35+00:00
868552278524837888,9423,1889,8853926,2017-05-27 19:39:34+00:00
867900495410671616,22660,3830,8853926,2017-05-26 00:29:37+00:00
867774946302451713,31789,6719,8853926,2017-05-25 16:10:44+00:00
867421006826221569,15070,2283,8853926,2017-05-24 16:44:18+00:00
867072653475098625,0,110,8853926,2017-05-23 17:40:04+00:00
867051520902168576,30148,7241,8853926,2017-05-23 16:16:06+00:00
866720684873056260,18749,4398,8853926,2017-05-22 18:21:28+00:00
866686824827068416,18049,3194,8853926,2017-05-22 16:06:55+00:00
866450705531457537,114565,32347,8853926,2017-05-22 00:28:40+00:00
866334964761202691,49062,13088,8853926,2017-05-21 16:48:45+00:00
866094527597207552,0,7698,8853926,2017-05-21 00:53:21+00:00
865718153858494464,24092,5176,8853926,2017-05-19 23:57:46+00:00
865359393868664832,24839,4599,8853926,2017-05-19 00:12:11+00:00
865006731092295680,26301,7092,8853926,2017-05-18 00:50:50+00:00
864873206498414592,30301,8000,8853926,2017-05-17 16:00:15+00:00
864279568663928832,13703,2777,8853926,2017-05-16 00:41:21+00:00
864197398364647424,28164,8146,8853926,2017-05-15 19:14:50+00:00
863907417377173506,19374,3822,8853926,2017-05-15 00:02:33+00:00
863553081350529029,14354,3869,8853926,2017-05-14 00:34:33+00:00
863471782782697472,0,2243,8853926,2017-05-13 19:11:30+00:00
863432100342583297,22362,4841,8853926,2017-05-13 16:33:49+00:00
863427515083354112,2081,89,8853926,2017-05-13 16:15:35+00:00
863079547188785154,8265,1026,8853926,2017-05-12 17:12:53+00:00
863062471531167744,7945,2243,8853926,2017-05-12 16:05:02+00:00
862831371563274240,18048,4762,8853926,2017-05-12 00:46:44+00:00
862722525377298433,16128,3280,8853926,2017-05-11 17:34:13+00:00
862457590147678208,19236,4555,8853926,2017-05-11 00:01:27+00:00
862096992088072192,69901,21437,8853926,2017-05-10 00:08:34+00:00
861383897657036800,34018,9920,8853926,2017-05-08 00:54:59+00:00
861288531465048066,16180,3835,8853926,2017-05-07 18:36:02+00:00
861005113778896900,15752,3542,8853926,2017-05-06 23:49:50+00:00
860981674716409858,0,1992,8853926,2017-05-06 22:16:42+00:00
860924035999428608,0,741,8853926,2017-05-06 18:27:40+00:00
860563773140209665,7084,1992,8853927,2017-05-05 18:36:06+00:00
860524505164394496,22341,4935,8853927,2017-05-05 16:00:04+00:00
860276583193509888,17395,3271,8853927,2017-05-04 23:34:55+00:00
860184849394610176,15761,5438,8853927,2017-05-04 17:30:24+00:00
860177593139703809,0,28776,8853927,2017-05-04 17:01:34+00:00
859924526012018688,18556,3831,8853927,2017-05-04 00:15:58+00:00
859851578198683649,14613,3278,8853927,2017-05-03 19:26:06+00:00
859607811541651456,17651,1450,8853927,2017-05-03 03:17:27+00:00
859196978902773760,85112,28126,8853927,2017-05-02 00:04:57+00:00
859074603037188101,32033,12730,8853927,2017-05-01 15:58:40+00:00
858860390427611136,0,7579,8853927,2017-05-01 01:47:28+00:00
858843525470990336,14810,3249,8853927,2017-05-01 00:40:27+00:00
858471635011153920,20432,4546,8853927,2017-04-30 00:02:42+00:00
858107933456039936,14959,2712,8853927,2017-04-28 23:57:28+00:00
857989990357356544,15269,2431,8853927,2017-04-28 16:08:49+00:00
857746408056729600,32553,9975,8853927,2017-04-28 00:00:54+00:00
857393404942143489,5597,1546,8853927,2017-04-27 00:38:11+00:00
857263160327368704,19100,4259,8853927,2017-04-26 16:00:39+00:00
857214891891077121,214,17,8853927,2017-04-26 12:48:51+00:00
857062103051644929,0,157,8853927,2017-04-26 02:41:43+00:00
857029823797047296,17940,3739,8853927,2017-04-26 00:33:27+00:00
856543823941562368,15590,2715,8853927,2017-04-24 16:22:16+00:00
856526610513747968,11316,1772,8853927,2017-04-24 15:13:52+00:00
856330835276025856,0,631,8853927,2017-04-24 02:15:55+00:00
856288084350160898,491,15,8853927,2017-04-23 23:26:03+00:00
856282028240666624,26479,5932,8853927,2017-04-23 23:01:59+00:00
855862651834028034,321,24,8853927,2017-04-22 19:15:32+00:00
855860136149123072,4680,925,8853927,2017-04-22 19:05:32+00:00
855857698524602368,11341,1993,8853927,2017-04-22 18:55:51+00:00
855851453814013952,43794,17092,8853927,2017-04-22 18:31:02+00:00
855818117272018944,25505,5135,8853927,2017-04-22 16:18:34+00:00
855459453768019968,28485,7792,8853927,2017-04-21 16:33:22+00:00
855245323840757760,0,5635,8853927,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8853927,2017-04-20 19:16:59+00:00
854732716440526848,21794,5753,8853927,2017-04-19 16:25:34+00:00
854482394044301312,28043,6491,8853927,2017-04-18 23:50:52+00:00
854365224396361728,18113,4454,8853927,2017-04-18 16:05:17+00:00
854120357044912130,30696,7093,8853927,2017-04-17 23:52:16+00:00
854010172552949760,15604,3000,8853927,2017-04-17 16:34:26+00:00
853760880890318849,27454,5477,8853927,2017-04-17 00:03:50+00:00
853639147608842240,33331,9535,8853927,2017-04-16 16:00:07+00:00
853299958564483072,14907,3397,8853927,2017-04-15 17:32:18+00:00
852936405516943360,0,1895,8853927,2017-04-14 17:27:40+00:00
852912242202992640,8680,1723,8853927,2017-04-14 15:51:39+00:00
852672615818899456,14384,2063,8853927,2017-04-13 23:59:28+00:00
852553447878664193,15723,3316,8853927,2017-04-13 16:05:56+00:00
852311364735569921,31970,9509,8853927,2017-04-13 00:03:59+00:00
852226086759018497,19330,6565,8853927,2017-04-12 18:25:07+00:00
852189679701164033,11084,1526,8853927,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8853927,2017-04-11 18:15:55+00:00
851591660324737024,15727,3324,8853927,2017-04-11 00:24:08+00:00
851464819735769094,23470,6774,8853927,2017-04-10 16:00:07+00:00
851224888060895234,20030,5515,8853927,2017-04-10 00:06:42+00:00
850753642995093505,29795,8734,8853927,2017-04-08 16:54:09+00:00
850380195714523136,12705,2500,8853927,2017-04-07 16:10:12+00:00
850333567704068097,3350,315,8853927,2017-04-07 13:04:55+00:00
850145622816686080,15832,3650,8853927,2017-04-07 00:38:06+00:00
850019790995546112,19785,4684,8853927,2017-04-06 16:18:05+00:00
849776966551130114,29460,7300,8853927,2017-04-06 00:13:11+00:00
849668094696017920,0,4767,8853927,2017-04-05 17:00:34+00:00
849412302885593088,15406,3034,8853927,2017-04-05 00:04:08+00:00
849336543269576704,11094,1829,8853927,2017-04-04 19:03:06+00:00
849051919805034497,41140,8160,8853927,2017-04-04 00:12:06+00:00
848690551926992896,24478,4173,8853927,2017-04-03 00:16:10+00:00
848324959059550208,24025,4465,8853927,2017-04-02 00:03:26+00:00
848213670039564288,7945,699,8853927,2017-04-01 16:41:12+00:00
848212111729840128,15874,2920,8853927,2017-04-01 16:35:01+00:00
847978865427394560,0,3151,8853927,2017-04-01 01:08:10+00:00
847971574464610304,0,420,8853927,2017-04-01 00:39:12+00:00
847962785489326080,22890,4899,8853927,2017-04-01 00:04:17+00:00
847842811428974592,5285,1280,8853927,2017-03-31 16:07:33+00:00
847617282490613760,6801,401,8853927,2017-03-31 01:11:22+00:00
847606175596138505,18278,3321,8853927,2017-03-31 00:27:14+00:00
847251039262605312,19981,4190,8853927,2017-03-30 00:56:03+00:00
847157206088847362,19371,5675,8853927,2017-03-29 18:43:12+00:00
847116187444137987,20925,3084,8853927,2017-03-29 16:00:12+00:00
846874817362120707,19583,3796,8853927,2017-03-29 00:01:05+00:00
846514051647705089,43456,11162,8853927,2017-03-28 00:07:32+00:00
846505985330044928,13751,2966,8853927,2017-03-27 23:35:28+00:00
846153765933735936,30799,8751,8853927,2017-03-27 00:15:53+00:00
846139713627017216,30299,9744,8853927,2017-03-26 23:20:02+00:00
846042936437604353,15595,2773,8853927,2017-03-26 16:55:29+00:00
845812042753855489,28508,8413,8853927,2017-03-26 01:38:00+00:00
845677943972139009,24617,4665,8853927,2017-03-25 16:45:08+00:00
845397057150107648,7457,1736,8853927,2017-03-24 22:08:59+00:00
845306882940190720,22793,5227,8853927,2017-03-24 16:10:40+00:00
845098359547420673,0,7433,8853927,2017-03-24 02:22:04+00:00
844979544864018432,13342,2472,8853927,2017-03-23 18:29:57+00:00
844973813909606400,14725,3090,8853927,2017-03-23 18:07:10+00:00
844580511645339650,16099,3034,8853927,2017-03-22 16:04:20+00:00
844223788422217728,13381,2133,8853927,2017-03-21 16:26:50+00:00
843981021012017153,14840,2873,8853927,2017-03-21 00:22:10+00:00
843856843873095681,20985,4498,8853927,2017-03-20 16:08:44+00:00
843604394117681152,16538,2668,8853927,2017-03-19 23:25:35+00:00
843235543001513987,21043,5868,8853927,2017-03-18 22:59:54+00:00
842846295480000512,14982,3537,8853927,2017-03-17 21:13:10+00:00
842765311967449089,6593,1241,8853927,2017-03-17 15:51:22+00:00
842535590457499648,17743,3417,8853927,2017-03-17 00:38:32+00:00
842163532590374912,23952,5635,8853927,2017-03-16 00:00:07+00:00
842115215311396866,13695,2953,8853927,2017-03-15 20:48:07+00:00
841833993020538882,0,14662,8853927,2017-03-15 02:10:39+00:00
841680585030541313,25240,7627,8853927,2017-03-14 16:01:03+00:00
841439858740625411,12408,3584,8853927,2017-03-14 00:04:30+00:00
841320156043304961,19414,5371,8853927,2017-03-13 16:08:50+00:00
841314665196081154,15557,4533,8853927,2017-03-13 15:47:01+00:00
841077006473256960,22409,5184,8853927,2017-03-13 00:02:39+00:00
840761248237133825,0,1724,8853927,2017-03-12 03:07:56+00:00
840728873075638272,0,15697,8853927,2017-03-12 00:59:17+00:00
840698636975636481,170,2,8853927,2017-03-11 22:59:09+00:00
840696689258311684,12069,950,8853927,2017-03-11 22:51:24+00:00
840632337062862849,8830,1724,8853927,2017-03-11 18:35:42+00:00
840370681858686976,16137,4452,8853927,2017-03-11 01:15:58+00:00
840268004936019968,18914,5592,8853927,2017-03-10 18:27:58+00:00
839990271299457024,13196,2227,8853927,2017-03-10 00:04:21+00:00
839549326359670784,26984,7579,8853927,2017-03-08 18:52:12+00:00
839290600511926273,0,143,8854673,2017-03-08 01:44:07+00:00
839239871831150596,26653,6393,8853927,2017-03-07 22:22:32+00:00
838952994649550848,19333,3907,8853927,2017-03-07 03:22:35+00:00
838921590096166913,10945,2009,8853927,2017-03-07 01:17:48+00:00
838916489579200512,0,33,8853927,2017-03-07 00:57:32+00:00
838831947270979586,0,10779,8853927,2017-03-06 19:21:35+00:00
838561493054533637,10786,1310,8853927,2017-03-06 01:26:54+00:00
838476387338051585,22127,4674,8853927,2017-03-05 19:48:43+00:00
838201503651401729,0,9825,8853927,2017-03-05 01:36:26+00:00
838150277551247360,1642,325,8853927,2017-03-04 22:12:52+00:00
838085839343206401,138,1,8853927,2017-03-04 17:56:49+00:00
838083903487373313,17366,3059,8853927,2017-03-04 17:49:08+00:00
837820167694528512,33539,7698,8853927,2017-03-04 00:21:08+00:00
837482249356513284,3804,437,8853927,2017-03-03 01:58:22+00:00
837471256429613056,12599,2229,8853927,2017-03-03 01:14:41+00:00
837110210464448512,15809,2323,8853927,2017-03-02 01:20:01+00:00
836989968035819520,12568,2258,8853927,2017-03-01 17:22:13+00:00
836753516572119041,19072,4558,8853927,2017-03-01 01:42:39+00:00
836677758902222849,12445,2189,8853927,2017-02-28 20:41:37+00:00
836648853927522308,0,548,8853927,2017-02-28 18:46:45+00:00
836397794269200385,0,27012,8853927,2017-02-28 02:09:08+00:00
836380477523124226,14566,2937,8853927,2017-02-28 01:00:19+00:00
836260088725786625,21026,4233,8853927,2017-02-27 17:01:56+00:00
836001077879255040,18822,4187,8853927,2017-02-26 23:52:43+00:00
835685285446955009,0,7993,8853927,2017-02-26 02:57:52+00:00
835574547218894849,17553,3559,8853927,2017-02-25 19:37:50+00:00
835536468978302976,0,1666,8853927,2017-02-25 17:06:32+00:00
835309094223372289,0,20565,8853927,2017-02-25 02:03:02+00:00
835297930240217089,16263,2956,8853926,2017-02-25 01:18:40+00:00
835264098648616962,7627,1666,8853926,2017-02-24 23:04:14+00:00
835246439529840640,2071,72,8853926,2017-02-24 21:54:03+00:00
835172783151792128,25803,5672,8853926,2017-02-24 17:01:22+00:00
835152434251116546,22091,2954,8853926,2017-02-24 15:40:31+00:00
834931633769889797,10667,1612,8853926,2017-02-24 01:03:08+00:00
834786237630337024,21126,5421,8853926,2017-02-23 15:25:23+00:00
834574053763584002,13471,2488,8853926,2017-02-23 01:22:14+00:00
834477809192075265,0,10472,8853926,2017-02-22 18:59:48+00:00
834458053273591808,9513,1651,8853926,2017-02-22 17:41:18+00:00
834209720923721728,20330,4666,8853926,2017-02-22 01:14:30+00:00
834167344700198914,15636,3607,8853926,2017-02-21 22:26:07+00:00
834089966724603904,9901,2102,8853926,2017-02-21 17:18:39+00:00
834086379323871233,12906,2176,8853925,2017-02-21 17:04:24+00:00
833863086058651648,13281,2375,8853925,2017-02-21 02:17:06+00:00
833826103416520705,17868,3720,8853925,2017-02-20 23:50:09+00:00
833732339549220864,0,220,8853925,2017-02-20 17:37:34+00:00
833722901757046785,20571,3178,8853925,2017-02-20 17:00:04+00:00
833479644947025920,14685,2021,8853925,2017-02-20 00:53:27+00:00
833124694597443584,19959,4767,8853925,2017-02-19 01:23:00+00:00
832998151111966721,13096,2168,8853925,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8853925,2017-02-18 01:50:19+00:00
832757312314028032,16673,3569,8853925,2017-02-18 01:03:09+00:00
832682457690300417,11735,2870,8853925,2017-02-17 20:05:43+00:00
832645525019123713,2889,524,8853925,2017-02-17 17:38:57+00:00
832636094638288896,15653,2746,8853925,2017-02-17 17:01:29+00:00
832397543355072512,11840,2185,8853925,2017-02-17 01:13:34+00:00
832369877331693569,17002,3151,8853925,2017-02-16 23:23:38+00:00
832273440279240704,11224,2311,8853925,2017-02-16 17:00:25+00:00
832215909146226688,0,6132,8853925,2017-02-16 13:11:49+00:00
832215726631055365,0,9198,8853925,2017-02-16 13:11:05+00:00
832088576586297345,62,2,8853925,2017-02-16 04:45:50+00:00
832040443403784192,0,9479,8853925,2017-02-16 01:34:34+00:00
832032802820481025,17674,4604,8853925,2017-02-16 01:04:13+00:00
831939777352105988,23726,6051,8853925,2017-02-15 18:54:34+00:00
831926988323639298,331,34,8853925,2017-02-15 18:03:45+00:00
831911600680497154,27305,6412,8853925,2017-02-15 17:02:36+00:00
831670449226514432,10310,1794,8853925,2017-02-15 01:04:21+00:00
831650051525054464,7046,1895,8853925,2017-02-14 23:43:18+00:00
831552930092285952,8879,2295,8853925,2017-02-14 17:17:22+00:00
831322785565769729,9184,1536,8853925,2017-02-14 02:02:51+00:00
831315979191906304,6476,1113,8853925,2017-02-14 01:35:49+00:00
831309418084069378,11627,2434,8853925,2017-02-14 01:09:44+00:00
831262627380748289,11791,2015,8853925,2017-02-13 22:03:49+00:00
830956169170665475,7899,1480,8853925,2017-02-13 01:46:03+00:00
830583320585068544,66127,16547,8853925,2017-02-12 01:04:29+00:00
830173239259324417,0,5619,8853925,2017-02-10 21:54:58+00:00
830097400375152640,9696,2902,8853925,2017-02-10 16:53:37+00:00
829878982036299777,0,4938,8853925,2017-02-10 02:25:42+00:00
829861396166877184,12126,1915,8853925,2017-02-10 01:15:49+00:00
829501995190984704,31437,10472,8853925,2017-02-09 01:27:41+00:00
829449946868879360,10356,1990,8853925,2017-02-08 22:00:52+00:00
829141528400556032,24160,7240,8853925,2017-02-08 01:35:19+00:00
829011960981237760,52699,16161,8853925,2017-02-07 17:00:28+00:00
828801551087042563,0,3388,8853925,2017-02-07 03:04:22+00:00
828770345708580865,25410,5792,8853925,2017-02-07 01:00:22+00:00
828708714936930305,36139,11032,8854671,2017-02-06 20:55:28+00:00
828650029636317184,9427,1329,8853925,2017-02-06 17:02:17+00:00
828409743546925057,6296,1155,8853925,2017-02-06 01:07:28+00:00
828408677031882754,7607,1277,8853925,2017-02-06 01:03:14+00:00
828381636999917570,12474,2195,8853925,2017-02-05 23:15:47+00:00
828376505180889089,7309,1056,8853925,2017-02-05 22:55:23+00:00
828372645993398273,12463,2902,8853925,2017-02-05 22:40:03+00:00
828361771580813312,2170,173,8853925,2017-02-05 21:56:51+00:00
828046555563323392,11645,2846,8853925,2017-02-05 01:04:17+00:00
828011680017821696,10265,2129,8853925,2017-02-04 22:45:42+00:00
827933404142436356,19908,5188,8853925,2017-02-04 17:34:40+00:00
827653905312006145,15363,2996,8853925,2017-02-03 23:04:02+00:00
827600520311402496,7414,932,8853925,2017-02-03 19:31:54+00:00
827324948884643840,15728,3009,8853925,2017-02-03 01:16:53+00:00
827199976799354881,10510,2205,8853925,2017-02-02 17:00:17+00:00
826958653328592898,21412,4938,8853925,2017-02-02 01:01:21+00:00
826848821049180160,36033,10055,8853925,2017-02-01 17:44:55+00:00
826615380357632002,0,3951,8853925,2017-02-01 02:17:19+00:00
826598799820865537,5084,249,8853925,2017-02-01 01:11:25+00:00
826598365270007810,9957,2318,8853925,2017-02-01 01:09:42+00:00
826476773533745153,18254,4153,8853925,2017-01-31 17:06:32+00:00
826240494070030336,13181,2583,8854671,2017-01-31 01:27:39+00:00
826204788643753985,4844,914,8853925,2017-01-30 23:05:46+00:00
826115272272650244,15549,3074,8853925,2017-01-30 17:10:04+00:00
825876512159186944,10405,1849,8853925,2017-01-30 01:21:19+00:00
825829644528148480,12656,2470,8853925,2017-01-29 22:15:05+00:00
825535076884762624,56469,17438,8853925,2017-01-29 02:44:34+00:00
825147591692263424,18181,4500,8853925,2017-01-28 01:04:51+00:00
825120256414846976,0,1242,8853925,2017-01-27 23:16:13+00:00
825026590719483904,6255,1242,8853925,2017-01-27 17:04:02+00:00
824796380199809024,0,5463,8853925,2017-01-27 01:49:15+00:00
824775126675836928,14799,3485,8853925,2017-01-27 00:24:48+00:00
824663926340194305,10465,1762,8853925,2017-01-26 17:02:56+00:00
824325613288833024,11763,10480,8853925,2017-01-25 18:38:36+00:00
824297048279236611,14964,3828,8853925,2017-01-25 16:45:05+00:00
824025158776213504,4800,596,8853925,2017-01-24 22:44:42+00:00
823939628516474880,10565,2687,8853925,2017-01-24 17:04:50+00:00
823719002937630720,0,11109,8853925,2017-01-24 02:28:08+00:00
823699002998870016,13903,2503,8853925,2017-01-24 01:08:40+00:00
823581115634085888,12949,2607,8853925,2017-01-23 17:20:14+00:00
823333489516937216,699,24,8853925,2017-01-23 00:56:15+00:00
823322678127919110,15643,3988,8853925,2017-01-23 00:13:17+00:00
823269594223824897,0,9822,8853925,2017-01-22 20:42:21+00:00
822975315408461824,17233,3418,8853925,2017-01-22 01:12:59+00:00
822872901745569793,130859,42928,8853925,2017-01-21 18:26:02+00:00
822859134160621569,13178,2261,8853925,2017-01-21 17:31:20+00:00
822647212903690241,0,6374,8853925,2017-01-21 03:29:14+00:00
822610361945911296,14724,2939,8853925,2017-01-21 01:02:48+00:00
822489057087389700,18057,6374,8853925,2017-01-20 17:00:46+00:00
822462944365645825,27821,14197,8853925,2017-01-20 15:17:01+00:00
822244816520155136,34799,9823,8853925,2017-01-20 00:50:15+00:00
822163064745328640,0,4736,8853925,2017-01-19 19:25:24+00:00
821886076407029760,11270,2289,8853925,2017-01-19 01:04:45+00:00
821813639212650496,0,3353,8853925,2017-01-18 20:16:54+00:00
821765923262631936,8365,1649,8853925,2017-01-18 17:07:18+00:00
821522889702862852,7999,1751,8853925,2017-01-18 01:01:34+00:00
821421320206483457,0,5552,8853925,2017-01-17 18:17:58+00:00
821407182352777218,11705,4317,8853925,2017-01-17 17:21:47+00:00
821153421864615936,254,10,8853925,2017-01-17 00:33:26+00:00
821149554670182400,8595,1966,8853925,2017-01-17 00:18:04+00:00
